64 [1, 2, 7, 4, 6, 5, 3, 8]
64 [1, 2, 7, 4, 6, 5, 8, 3]
32 [1, 2, 7, 4, 6, 8, 3, 5]
32 [1, 2, 7, 4, 6, 8, 5, 3]
64 [1, 2, 7, 4, 8, 3, 5, 6]
64 [1, 2, 7, 4, 8, 3, 6, 5]
32 [1, 2, 7, 4, 8, 5, 3, 6]
32 [1, 2, 7, 4, 8, 5, 6, 3]
32 [1, 2, 7, 4, 8, 6, 3, 5]
32 [1, 2, 7, 4, 8, 6, 5, 3]
32 [1, 2, 7, 5, 3, 4, 6, 8]
32 [1, 2, 7, 5, 3, 4, 8, 6]
16 [1, 2, 7, 5, 3, 6, 4, 8]
16 [1, 2, 7, 5, 3, 6, 8, 4]
16 [1, 2, 7, 5, 3, 8, 4, 6]
16 [1, 2, 7, 5, 3, 8, 6, 4]
32 [1, 2, 7, 5, 4, 3, 6, 8]
32 [1, 2, 7, 5, 4, 3, 8, 6]
16 [1, 2, 7, 5, 4, 6, 3, 8]
16 [1, 2, 7, 5, 4, 6, 8, 3]
16 [1, 2, 7, 5, 4, 8, 3, 6]
16 [1, 2, 7, 5, 4, 8, 6, 3]
16 [1, 2, 7, 5, 6, 3, 4, 8]
16 [1, 2, 7, 5, 6, 3, 8, 4]
16 [1, 2, 7, 5, 6, 4, 3, 8]
16 [1, 2, 7, 5, 6, 4, 8, 3]
32 [1, 2, 7, 5, 6, 8, 3, 4]
32 [1, 2, 7, 5, 6, 8, 4, 3]
16 [1, 2, 7, 5, 8, 3, 4, 6]
16 [1, 2, 7, 5, 8, 3, 6, 4]
16 [1, 2, 7, 5, 8, 4, 3, 6]
16 [1, 2, 7, 5, 8, 4, 6, 3]
32 [1, 2, 7, 5, 8, 6, 3, 4]
32 [1, 2, 7, 5, 8, 6, 4, 3]
32 [1, 2, 7, 6, 3, 4, 5, 8]
32 [1, 2, 7, 6, 3, 4, 8, 5]
16 [1, 2, 7, 6, 3, 5, 4, 8]
16 [1, 2, 7, 6, 3, 5, 8, 4]
16 [1, 2, 7, 6, 3, 8, 4, 5]
16 [1, 2, 7, 6, 3, 8, 5, 4]
32 [1, 2, 7, 6, 4, 3, 5, 8]
32 [1, 2, 7, 6, 4, 3, 8, 5]
16 [1, 2, 7, 6, 4, 5, 3, 8]
16 [1, 2, 7, 6, 4, 5, 8, 3]
16 [1, 2, 7, 6, 4, 8, 3, 5]
16 [1, 2, 7, 6, 4, 8, 5, 3]
16 [1, 2, 7, 6, 5, 3, 4, 8]
16 [1, 2, 7, 6, 5, 3, 8, 4]
16 [1, 2, 7, 6, 5, 4, 3, 8]
16 [1, 2, 7, 6, 5, 4, 8, 3]
32 [1, 2, 7, 6, 5, 8, 3, 4]
32 [1, 2, 7, 6, 5, 8, 4, 3]
16 [1, 2, 7, 6, 8, 3, 4, 5]
16 [1, 2, 7, 6, 8, 3, 5, 4]
16 [1, 2, 7, 6, 8, 4, 3, 5]
16 [1, 2, 7, 6, 8, 4, 5, 3]
32 [1, 2, 7, 6, 8, 5, 3, 4]
32 [1, 2, 7, 6, 8, 5, 4, 3]
64 [1, 2, 7, 8, 3, 4, 5, 6]
64 [1, 2, 7, 8, 3, 4, 6, 5]
32 [1, 2, 7, 8, 3, 5, 4, 6]
32 [1, 2, 7, 8, 3, 5, 6, 4]
32 [1, 2, 7, 8, 3, 6, 4, 5]
32 [1, 2, 7, 8, 3, 6, 5, 4]
64 [1, 2, 7, 8, 4, 3, 5, 6]
64 [1, 2, 7, 8, 4, 3, 6, 5]
32 [1, 2, 7, 8, 4, 5, 3, 6]
32 [1, 2, 7, 8, 4, 5, 6, 3]
32 [1, 2, 7, 8, 4, 6, 3, 5]
32 [1, 2, 7, 8, 4, 6, 5, 3]
32 [1, 2, 7, 8, 5, 3, 4, 6]
32 [1, 2, 7, 8, 5, 3, 6, 4]
32 [1, 2, 7, 8, 5, 4, 3, 6]
32 [1, 2, 7, 8, 5, 4, 6, 3]
64 [1, 2, 7, 8, 5, 6, 3, 4]
64 [1, 2, 7, 8, 5, 6, 4, 3]
32 [1, 2, 7, 8, 6, 3, 4, 5]
32 [1, 2, 7, 8, 6, 3, 5, 4]
32 [1, 2, 7, 8, 6, 4, 3, 5]
32 [1, 2, 7, 8, 6, 4, 5, 3]
64 [1, 2, 7, 8, 6, 5, 3, 4]
64 [1, 2, 7, 8, 6, 5, 4, 3]
32 [1, 2, 8, 3, 4, 5, 6, 7]
32 [1, 2, 8, 3, 4, 5, 7, 6]
32 [1, 2, 8, 3, 4, 6, 5, 7]
32 [1, 2, 8, 3, 4, 6, 7, 5]
64 [1, 2, 8, 3, 4, 7, 5, 6]
64 [1, 2, 8, 3, 4, 7, 6, 5]
32 [1, 2, 8, 3, 5, 4, 6, 7]
32 [1, 2, 8, 3, 5, 4, 7, 6]
64 [1, 2, 8, 3, 5, 6, 4, 7]
64 [1, 2, 8, 3, 5, 6, 7, 4]
32 [1, 2, 8, 3, 5, 7, 4, 6]
32 [1, 2, 8, 3, 5, 7, 6, 4]
32 [1, 2, 8, 3, 6, 4, 5, 7]
32 [1, 2, 8, 3, 6, 4, 7, 5]
64 [1, 2, 8, 3, 6, 5, 4, 7]
64 [1, 2, 8, 3, 6, 5, 7, 4]
32 [1, 2, 8, 3, 6, 7, 4, 5]
32 [1, 2, 8, 3, 6, 7, 5, 4]
64 [1, 2, 8, 3, 7, 4, 5, 6]
64 [1, 2, 8, 3, 7, 4, 6, 5]
32 [1, 2, 8, 3, 7, 5, 4, 6]
32 [1, 2, 8, 3, 7, 5, 6, 4]
32 [1, 2, 8, 3, 7, 6, 4, 5]
32 [1, 2, 8, 3, 7, 6, 5, 4]
32 [1, 2, 8, 4, 3, 5, 6, 7]
32 [1, 2, 8, 4, 3, 5, 7, 6]
32 [1, 2, 8, 4, 3, 6, 5, 7]
32 [1, 2, 8, 4, 3, 6, 7, 5]
64 [1, 2, 8, 4, 3, 7, 5, 6]
64 [1, 2, 8, 4, 3, 7, 6, 5]
32 [1, 2, 8, 4, 5, 3, 6, 7]
32 [1, 2, 8, 4, 5, 3, 7, 6]
64 [1, 2, 8, 4, 5, 6, 3, 7]
64 [1, 2, 8, 4, 5, 6, 7, 3]
32 [1, 2, 8, 4, 5, 7, 3, 6]
32 [1, 2, 8, 4, 5, 7, 6, 3]
32 [1, 2, 8, 4, 6, 3, 5, 7]
32 [1, 2, 8, 4, 6, 3, 7, 5]
64 [1, 2, 8, 4, 6, 5, 3, 7]
64 [1, 2, 8, 4, 6, 5, 7, 3]
32 [1, 2, 8, 4, 6, 7, 3, 5]
32 [1, 2, 8, 4, 6, 7, 5, 3]
64 [1, 2, 8, 4, 7, 3, 5, 6]
64 [1, 2, 8, 4, 7, 3, 6, 5]
32 [1, 2, 8, 4, 7, 5, 3, 6]
32 [1, 2, 8, 4, 7, 5, 6, 3]
32 [1, 2, 8, 4, 7, 6, 3, 5]
32 [1, 2, 8, 4, 7, 6, 5, 3]
32 [1, 2, 8, 5, 3, 4, 6, 7]
32 [1, 2, 8, 5, 3, 4, 7, 6]
16 [1, 2, 8, 5, 3, 6, 4, 7]
16 [1, 2, 8, 5, 3, 6, 7, 4]
16 [1, 2, 8, 5, 3, 7, 4, 6]
16 [1, 2, 8, 5, 3, 7, 6, 4]
32 [1, 2, 8, 5, 4, 3, 6, 7]
32 [1, 2, 8, 5, 4, 3, 7, 6]
16 [1, 2, 8, 5, 4, 6, 3, 7]
16 [1, 2, 8, 5, 4, 6, 7, 3]
16 [1, 2, 8, 5, 4, 7, 3, 6]
16 [1, 2, 8, 5, 4, 7, 6, 3]
16 [1, 2, 8, 5, 6, 3, 4, 7]
16 [1, 2, 8, 5, 6, 3, 7, 4]
16 [1, 2, 8, 5, 6, 4, 3, 7]
16 [1, 2, 8, 5, 6, 4, 7, 3]
32 [1, 2, 8, 5, 6, 7, 3, 4]
32 [1, 2, 8, 5, 6, 7, 4, 3]
16 [1, 2, 8, 5, 7, 3, 4, 6]
16 [1, 2, 8, 5, 7, 3, 6, 4]
16 [1, 2, 8, 5, 7, 4, 3, 6]
16 [1, 2, 8, 5, 7, 4, 6, 3]
32 [1, 2, 8, 5, 7, 6, 3, 4]
32 [1, 2, 8, 5, 7, 6, 4, 3]
32 [1, 2, 8, 6, 3, 4, 5, 7]
32 [1, 2, 8, 6, 3, 4, 7, 5]
16 [1, 2, 8, 6, 3, 5, 4, 7]
16 [1, 2, 8, 6, 3, 5, 7, 4]
16 [1, 2, 8, 6, 3, 7, 4, 5]
16 [1, 2, 8, 6, 3, 7, 5, 4]
32 [1, 2, 8, 6, 4, 3, 5, 7]
32 [1, 2, 8, 6, 4, 3, 7, 5]
16 [1, 2, 8, 6, 4, 5, 3, 7]
16 [1, 2, 8, 6, 4, 5, 7, 3]
16 [1, 2, 8, 6, 4, 7, 3, 5]
16 [1, 2, 8, 6, 4, 7, 5, 3]
16 [1, 2, 8, 6, 5, 3, 4, 7]
16 [1, 2, 8, 6, 5, 3, 7, 4]
16 [1, 2, 8, 6, 5, 4, 3, 7]
16 [1, 2, 8, 6, 5, 4, 7, 3]
32 [1, 2, 8, 6, 5, 7, 3, 4]
32 [1, 2, 8, 6, 5, 7, 4, 3]
16 [1, 2, 8, 6, 7, 3, 4, 5]
16 [1, 2, 8, 6, 7, 3, 5, 4]
16 [1, 2, 8, 6, 7, 4, 3, 5]
16 [1, 2, 8, 6, 7, 4, 5, 3]
32 [1, 2, 8, 6, 7, 5, 3, 4]
32 [1, 2, 8, 6, 7, 5, 4, 3]
64 [1, 2, 8, 7, 3, 4, 5, 6]
64 [1, 2, 8, 7, 3, 4, 6, 5]
32 [1, 2, 8, 7, 3, 5, 4, 6]
32 [1, 2, 8, 7, 3, 5, 6, 4]
32 [1, 2, 8, 7, 3, 6, 4, 5]
32 [1, 2, 8, 7, 3, 6, 5, 4]
64 [1, 2, 8, 7, 4, 3, 5, 6]
64 [1, 2, 8, 7, 4, 3, 6, 5]
32 [1, 2, 8, 7, 4, 5, 3, 6]
32 [1, 2, 8, 7, 4, 5, 6, 3]
32 [1, 2, 8, 7, 4, 6, 3, 5]
32 [1, 2, 8, 7, 4, 6, 5, 3]
32 [1, 2, 8, 7, 5, 3, 4, 6]
32 [1, 2, 8, 7, 5, 3, 6, 4]
32 [1, 2, 8, 7, 5, 4, 3, 6]
32 [1, 2, 8, 7, 5, 4, 6, 3]
64 [1, 2, 8, 7, 5, 6, 3, 4]
64 [1, 2, 8, 7, 5, 6, 4, 3]
32 [1, 2, 8, 7, 6, 3, 4, 5]
32 [1, 2, 8, 7, 6, 3, 5, 4]
32 [1, 2, 8, 7, 6, 4, 3, 5]
32 [1, 2, 8, 7, 6, 4, 5, 3]
64 [1, 2, 8, 7, 6, 5, 3, 4]
64 [1, 2, 8, 7, 6, 5, 4, 3]
128 [1, 3, 2, 4, 5, 6, 7, 8]
128 [1, 3, 2, 4, 5, 6, 8, 7]
64 [1, 3, 2, 4, 5, 7, 6, 8]
64 [1, 3, 2, 4, 5, 7, 8, 6]
64 [1, 3, 2, 4, 5, 8, 6, 7]
64 [1, 3, 2, 4, 5, 8, 7, 6]
128 [1, 3, 2, 4, 6, 5, 7, 8]
128 [1, 3, 2, 4, 6, 5, 8, 7]
64 [1, 3, 2, 4, 6, 7, 5, 8]
64 [1, 3, 2, 4, 6, 7, 8, 5]
64 [1, 3, 2, 4, 6, 8, 5, 7]
64 [1, 3, 2, 4, 6, 8, 7, 5]
64 [1, 3, 2, 4, 7, 5, 6, 8]
64 [1, 3, 2, 4, 7, 5, 8, 6]
64 [1, 3, 2, 4, 7, 6, 5, 8]
64 [1, 3, 2, 4, 7, 6, 8, 5]
128 [1, 3, 2, 4, 7, 8, 5, 6]
128 [1, 3, 2, 4, 7, 8, 6, 5]
64 [1, 3, 2, 4, 8, 5, 6, 7]
64 [1, 3, 2, 4, 8, 5, 7, 6]
64 [1, 3, 2, 4, 8, 6, 5, 7]
64 [1, 3, 2, 4, 8, 6, 7, 5]
128 [1, 3, 2, 4, 8, 7, 5, 6]
128 [1, 3, 2, 4, 8, 7, 6, 5]
32 [1, 3, 2, 5, 4, 6, 7, 8]
32 [1, 3, 2, 5, 4, 6, 8, 7]
16 [1, 3, 2, 5, 4, 7, 6, 8]
16 [1, 3, 2, 5, 4, 7, 8, 6]
16 [1, 3, 2, 5, 4, 8, 6, 7]
16 [1, 3, 2, 5, 4, 8, 7, 6]
32 [1, 3, 2, 5, 6, 4, 7, 8]
32 [1, 3, 2, 5, 6, 4, 8, 7]
16 [1, 3, 2, 5, 6, 7, 4, 8]
16 [1, 3, 2, 5, 6, 7, 8, 4]
16 [1, 3, 2, 5, 6, 8, 4, 7]
16 [1, 3, 2, 5, 6, 8, 7, 4]
16 [1, 3, 2, 5, 7, 4, 6, 8]
16 [1, 3, 2, 5, 7, 4, 8, 6]
16 [1, 3, 2, 5, 7, 6, 4, 8]
16 [1, 3, 2, 5, 7, 6, 8, 4]
32 [1, 3, 2, 5, 7, 8, 4, 6]
32 [1, 3, 2, 5, 7, 8, 6, 4]
16 [1, 3, 2, 5, 8, 4, 6, 7]
16 [1, 3, 2, 5, 8, 4, 7, 6]
16 [1, 3, 2, 5, 8, 6, 4, 7]
16 [1, 3, 2, 5, 8, 6, 7, 4]
32 [1, 3, 2, 5, 8, 7, 4, 6]
32 [1, 3, 2, 5, 8, 7, 6, 4]
32 [1, 3, 2, 6, 4, 5, 7, 8]
32 [1, 3, 2, 6, 4, 5, 8, 7]
16 [1, 3, 2, 6, 4, 7, 5, 8]
16 [1, 3, 2, 6, 4, 7, 8, 5]
16 [1, 3, 2, 6, 4, 8, 5, 7]
16 [1, 3, 2, 6, 4, 8, 7, 5]
32 [1, 3, 2, 6, 5, 4, 7, 8]
32 [1, 3, 2, 6, 5, 4, 8, 7]
16 [1, 3, 2, 6, 5, 7, 4, 8]
16 [1, 3, 2, 6, 5, 7, 8, 4]
16 [1, 3, 2, 6, 5, 8, 4, 7]
16 [1, 3, 2, 6, 5, 8, 7, 4]
16 [1, 3, 2, 6, 7, 4, 5, 8]
16 [1, 3, 2, 6, 7, 4, 8, 5]
16 [1, 3, 2, 6, 7, 5, 4, 8]
16 [1, 3, 2, 6, 7, 5, 8, 4]
32 [1, 3, 2, 6, 7, 8, 4, 5]
32 [1, 3, 2, 6, 7, 8, 5, 4]
16 [1, 3, 2, 6, 8, 4, 5, 7]
16 [1, 3, 2, 6, 8, 4, 7, 5]
16 [1, 3, 2, 6, 8, 5, 4, 7]
16 [1, 3, 2, 6, 8, 5, 7, 4]
32 [1, 3, 2, 6, 8, 7, 4, 5]
32 [1, 3, 2, 6, 8, 7, 5, 4]
16 [1, 3, 2, 7, 4, 5, 6, 8]
16 [1, 3, 2, 7, 4, 5, 8, 6]
16 [1, 3, 2, 7, 4, 6, 5, 8]
16 [1, 3, 2, 7, 4, 6, 8, 5]
32 [1, 3, 2, 7, 4, 8, 5, 6]
32 [1, 3, 2, 7, 4, 8, 6, 5]
16 [1, 3, 2, 7, 5, 4, 6, 8]
16 [1, 3, 2, 7, 5, 4, 8, 6]
32 [1, 3, 2, 7, 5, 6, 4, 8]
32 [1, 3, 2, 7, 5, 6, 8, 4]
16 [1, 3, 2, 7, 5, 8, 4, 6]
16 [1, 3, 2, 7, 5, 8, 6, 4]
16 [1, 3, 2, 7, 6, 4, 5, 8]
16 [1, 3, 2, 7, 6, 4, 8, 5]
32 [1, 3, 2, 7, 6, 5, 4, 8]
32 [1, 3, 2, 7, 6, 5, 8, 4]
16 [1, 3, 2, 7, 6, 8, 4, 5]
16 [1, 3, 2, 7, 6, 8, 5, 4]
32 [1, 3, 2, 7, 8, 4, 5, 6]
32 [1, 3, 2, 7, 8, 4, 6, 5]
16 [1, 3, 2, 7, 8, 5, 4, 6]
16 [1, 3, 2, 7, 8, 5, 6, 4]
16 [1, 3, 2, 7, 8, 6, 4, 5]
16 [1, 3, 2, 7, 8, 6, 5, 4]
16 [1, 3, 2, 8, 4, 5, 6, 7]
16 [1, 3, 2, 8, 4, 5, 7, 6]
16 [1, 3, 2, 8, 4, 6, 5, 7]
16 [1, 3, 2, 8, 4, 6, 7, 5]
32 [1, 3, 2, 8, 4, 7, 5, 6]
32 [1, 3, 2, 8, 4, 7, 6, 5]
16 [1, 3, 2, 8, 5, 4, 6, 7]
16 [1, 3, 2, 8, 5, 4, 7, 6]
32 [1, 3, 2, 8, 5, 6, 4, 7]
32 [1, 3, 2, 8, 5, 6, 7, 4]
16 [1, 3, 2, 8, 5, 7, 4, 6]
16 [1, 3, 2, 8, 5, 7, 6, 4]
16 [1, 3, 2, 8, 6, 4, 5, 7]
16 [1, 3, 2, 8, 6, 4, 7, 5]
32 [1, 3, 2, 8, 6, 5, 4, 7]
32 [1, 3, 2, 8, 6, 5, 7, 4]
16 [1, 3, 2, 8, 6, 7, 4, 5]
16 [1, 3, 2, 8, 6, 7, 5, 4]
32 [1, 3, 2, 8, 7, 4, 5, 6]
32 [1, 3, 2, 8, 7, 4, 6, 5]
16 [1, 3, 2, 8, 7, 5, 4, 6]
16 [1, 3, 2, 8, 7, 5, 6, 4]
16 [1, 3, 2, 8, 7, 6, 4, 5]
16 [1, 3, 2, 8, 7, 6, 5, 4]
128 [1, 3, 4, 2, 5, 6, 7, 8]
128 [1, 3, 4, 2, 5, 6, 8, 7]
64 [1, 3, 4, 2, 5, 7, 6, 8]
64 [1, 3, 4, 2, 5, 7, 8, 6]
64 [1, 3, 4, 2, 5, 8, 6, 7]
64 [1, 3, 4, 2, 5, 8, 7, 6]
128 [1, 3, 4, 2, 6, 5, 7, 8]
128 [1, 3, 4, 2, 6, 5, 8, 7]
64 [1, 3, 4, 2, 6, 7, 5, 8]
64 [1, 3, 4, 2, 6, 7, 8, 5]
64 [1, 3, 4, 2, 6, 8, 5, 7]
64 [1, 3, 4, 2, 6, 8, 7, 5]
64 [1, 3, 4, 2, 7, 5, 6, 8]
64 [1, 3, 4, 2, 7, 5, 8, 6]
64 [1, 3, 4, 2, 7, 6, 5, 8]
64 [1, 3, 4, 2, 7, 6, 8, 5]
128 [1, 3, 4, 2, 7, 8, 5, 6]
128 [1, 3, 4, 2, 7, 8, 6, 5]
64 [1, 3, 4, 2, 8, 5, 6, 7]
64 [1, 3, 4, 2, 8, 5, 7, 6]
64 [1, 3, 4, 2, 8, 6, 5, 7]
64 [1, 3, 4, 2, 8, 6, 7, 5]
128 [1, 3, 4, 2, 8, 7, 5, 6]
128 [1, 3, 4, 2, 8, 7, 6, 5]
32 [1, 3, 4, 5, 2, 6, 7, 8]
32 [1, 3, 4, 5, 2, 6, 8, 7]
16 [1, 3, 4, 5, 2, 7, 6, 8]
16 [1, 3, 4, 5, 2, 7, 8, 6]
16 [1, 3, 4, 5, 2, 8, 6, 7]
16 [1, 3, 4, 5, 2, 8, 7, 6]
32 [1, 3, 4, 5, 6, 2, 7, 8]
32 [1, 3, 4, 5, 6, 2, 8, 7]
16 [1, 3, 4, 5, 6, 7, 2, 8]
16 [1, 3, 4, 5, 6, 7, 8, 2]
16 [1, 3, 4, 5, 6, 8, 2, 7]
16 [1, 3, 4, 5, 6, 8, 7, 2]
16 [1, 3, 4, 5, 7, 2, 6, 8]
16 [1, 3, 4, 5, 7, 2, 8, 6]
16 [1, 3, 4, 5, 7, 6, 2, 8]
16 [1, 3, 4, 5, 7, 6, 8, 2]
32 [1, 3, 4, 5, 7, 8, 2, 6]
32 [1, 3, 4, 5, 7, 8, 6, 2]
16 [1, 3, 4, 5, 8, 2, 6, 7]
16 [1, 3, 4, 5, 8, 2, 7, 6]
16 [1, 3, 4, 5, 8, 6, 2, 7]
16 [1, 3, 4, 5, 8, 6, 7, 2]
32 [1, 3, 4, 5, 8, 7, 2, 6]
32 [1, 3, 4, 5, 8, 7, 6, 2]
32 [1, 3, 4, 6, 2, 5, 7, 8]
32 [1, 3, 4, 6, 2, 5, 8, 7]
16 [1, 3, 4, 6, 2, 7, 5, 8]
16 [1, 3, 4, 6, 2, 7, 8, 5]
16 [1, 3, 4, 6, 2, 8, 5, 7]
16 [1, 3, 4, 6, 2, 8, 7, 5]
32 [1, 3, 4, 6, 5, 2, 7, 8]
32 [1, 3, 4, 6, 5, 2, 8, 7]
16 [1, 3, 4, 6, 5, 7, 2, 8]
16 [1, 3, 4, 6, 5, 7, 8, 2]
16 [1, 3, 4, 6, 5, 8, 2, 7]
16 [1, 3, 4, 6, 5, 8, 7, 2]
16 [1, 3, 4, 6, 7, 2, 5, 8]
16 [1, 3, 4, 6, 7, 2, 8, 5]
16 [1, 3, 4, 6, 7, 5, 2, 8]
16 [1, 3, 4, 6, 7, 5, 8, 2]
32 [1, 3, 4, 6, 7, 8, 2, 5]
32 [1, 3, 4, 6, 7, 8, 5, 2]
16 [1, 3, 4, 6, 8, 2, 5, 7]
16 [1, 3, 4, 6, 8, 2, 7, 5]
16 [1, 3, 4, 6, 8, 5, 2, 7]
16 [1, 3, 4, 6, 8, 5, 7, 2]
32 [1, 3, 4, 6, 8, 7, 2, 5]
32 [1, 3, 4, 6, 8, 7, 5, 2]
16 [1, 3, 4, 7, 2, 5, 6, 8]
16 [1, 3, 4, 7, 2, 5, 8, 6]
16 [1, 3, 4, 7, 2, 6, 5, 8]
16 [1, 3, 4, 7, 2, 6, 8, 5]
32 [1, 3, 4, 7, 2, 8, 5, 6]
32 [1, 3, 4, 7, 2, 8, 6, 5]
16 [1, 3, 4, 7, 5, 2, 6, 8]
16 [1, 3, 4, 7, 5, 2, 8, 6]
32 [1, 3, 4, 7, 5, 6, 2, 8]
32 [1, 3, 4, 7, 5, 6, 8, 2]
16 [1, 3, 4, 7, 5, 8, 2, 6]
16 [1, 3, 4, 7, 5, 8, 6, 2]
16 [1, 3, 4, 7, 6, 2, 5, 8]
16 [1, 3, 4, 7, 6, 2, 8, 5]
32 [1, 3, 4, 7, 6, 5, 2, 8]
32 [1, 3, 4, 7, 6, 5, 8, 2]
16 [1, 3, 4, 7, 6, 8, 2, 5]
16 [1, 3, 4, 7, 6, 8, 5, 2]
32 [1, 3, 4, 7, 8, 2, 5, 6]
32 [1, 3, 4, 7, 8, 2, 6, 5]
16 [1, 3, 4, 7, 8, 5, 2, 6]
16 [1, 3, 4, 7, 8, 5, 6, 2]
16 [1, 3, 4, 7, 8, 6, 2, 5]
16 [1, 3, 4, 7, 8, 6, 5, 2]
16 [1, 3, 4, 8, 2, 5, 6, 7]
16 [1, 3, 4, 8, 2, 5, 7, 6]
16 [1, 3, 4, 8, 2, 6, 5, 7]
16 [1, 3, 4, 8, 2, 6, 7, 5]
32 [1, 3, 4, 8, 2, 7, 5, 6]
32 [1, 3, 4, 8, 2, 7, 6, 5]
16 [1, 3, 4, 8, 5, 2, 6, 7]
16 [1, 3, 4, 8, 5, 2, 7, 6]
32 [1, 3, 4, 8, 5, 6, 2, 7]
32 [1, 3, 4, 8, 5, 6, 7, 2]
16 [1, 3, 4, 8, 5, 7, 2, 6]
16 [1, 3, 4, 8, 5, 7, 6, 2]
16 [1, 3, 4, 8, 6, 2, 5, 7]
16 [1, 3, 4, 8, 6, 2, 7, 5]
32 [1, 3, 4, 8, 6, 5, 2, 7]
32 [1, 3, 4, 8, 6, 5, 7, 2]
16 [1, 3, 4, 8, 6, 7, 2, 5]
16 [1, 3, 4, 8, 6, 7, 5, 2]
32 [1, 3, 4, 8, 7, 2, 5, 6]
32 [1, 3, 4, 8, 7, 2, 6, 5]
16 [1, 3, 4, 8, 7, 5, 2, 6]
16 [1, 3, 4, 8, 7, 5, 6, 2]
16 [1, 3, 4, 8, 7, 6, 2, 5]
16 [1, 3, 4, 8, 7, 6, 5, 2]
32 [1, 3, 5, 2, 4, 6, 7, 8]
32 [1, 3, 5, 2, 4, 6, 8, 7]
16 [1, 3, 5, 2, 4, 7, 6, 8]
16 [1, 3, 5, 2, 4, 7, 8, 6]
16 [1, 3, 5, 2, 4, 8, 6, 7]
16 [1, 3, 5, 2, 4, 8, 7, 6]
32 [1, 3, 5, 2, 6, 4, 7, 8]
32 [1, 3, 5, 2, 6, 4, 8, 7]
16 [1, 3, 5, 2, 6, 7, 4, 8]
16 [1, 3, 5, 2, 6, 7, 8, 4]
16 [1, 3, 5, 2, 6, 8, 4, 7]
16 [1, 3, 5, 2, 6, 8, 7, 4]
16 [1, 3, 5, 2, 7, 4, 6, 8]
16 [1, 3, 5, 2, 7, 4, 8, 6]
16 [1, 3, 5, 2, 7, 6, 4, 8]
16 [1, 3, 5, 2, 7, 6, 8, 4]
32 [1, 3, 5, 2, 7, 8, 4, 6]
32 [1, 3, 5, 2, 7, 8, 6, 4]
16 [1, 3, 5, 2, 8, 4, 6, 7]
16 [1, 3, 5, 2, 8, 4, 7, 6]
16 [1, 3, 5, 2, 8, 6, 4, 7]
16 [1, 3, 5, 2, 8, 6, 7, 4]
32 [1, 3, 5, 2, 8, 7, 4, 6]
32 [1, 3, 5, 2, 8, 7, 6, 4]
32 [1, 3, 5, 4, 2, 6, 7, 8]
32 [1, 3, 5, 4, 2, 6, 8, 7]
16 [1, 3, 5, 4, 2, 7, 6, 8]
16 [1, 3, 5, 4, 2, 7, 8, 6]
16 [1, 3, 5, 4, 2, 8, 6, 7]
16 [1, 3, 5, 4, 2, 8, 7, 6]
32 [1, 3, 5, 4, 6, 2, 7, 8]
32 [1, 3, 5, 4, 6, 2, 8, 7]
16 [1, 3, 5, 4, 6, 7, 2, 8]
16 [1, 3, 5, 4, 6, 7, 8, 2]
16 [1, 3, 5, 4, 6, 8, 2, 7]
16 [1, 3, 5, 4, 6, 8, 7, 2]
16 [1, 3, 5, 4, 7, 2, 6, 8]
16 [1, 3, 5, 4, 7, 2, 8, 6]
16 [1, 3, 5, 4, 7, 6, 2, 8]
16 [1, 3, 5, 4, 7, 6, 8, 2]
32 [1, 3, 5, 4, 7, 8, 2, 6]
32 [1, 3, 5, 4, 7, 8, 6, 2]
16 [1, 3, 5, 4, 8, 2, 6, 7]
16 [1, 3, 5, 4, 8, 2, 7, 6]
16 [1, 3, 5, 4, 8, 6, 2, 7]
16 [1, 3, 5, 4, 8, 6, 7, 2]
32 [1, 3, 5, 4, 8, 7, 2, 6]
32 [1, 3, 5, 4, 8, 7, 6, 2]
32 [1, 3, 5, 6, 2, 4, 7, 8]
32 [1, 3, 5, 6, 2, 4, 8, 7]
16 [1, 3, 5, 6, 2, 7, 4, 8]
16 [1, 3, 5, 6, 2, 7, 8, 4]
16 [1, 3, 5, 6, 2, 8, 4, 7]
16 [1, 3, 5, 6, 2, 8, 7, 4]
32 [1, 3, 5, 6, 4, 2, 7, 8]
32 [1, 3, 5, 6, 4, 2, 8, 7]
16 [1, 3, 5, 6, 4, 7, 2, 8]
16 [1, 3, 5, 6, 4, 7, 8, 2]
16 [1, 3, 5, 6, 4, 8, 2, 7]
16 [1, 3, 5, 6, 4, 8, 7, 2]
16 [1, 3, 5, 6, 7, 2, 4, 8]
16 [1, 3, 5, 6, 7, 2, 8, 4]
16 [1, 3, 5, 6, 7, 4, 2, 8]
16 [1, 3, 5, 6, 7, 4, 8, 2]
32 [1, 3, 5, 6, 7, 8, 2, 4]
32 [1, 3, 5, 6, 7, 8, 4, 2]
16 [1, 3, 5, 6, 8, 2, 4, 7]
16 [1, 3, 5, 6, 8, 2, 7, 4]
16 [1, 3, 5, 6, 8, 4, 2, 7]
16 [1, 3, 5, 6, 8, 4, 7, 2]
32 [1, 3, 5, 6, 8, 7, 2, 4]
32 [1, 3, 5, 6, 8, 7, 4, 2]
16 [1, 3, 5, 7, 2, 4, 6, 8]
16 [1, 3, 5, 7, 2, 4, 8, 6]
8 [1, 3, 5, 7, 2, 6, 4, 8]
8 [1, 3, 5, 7, 2, 6, 8, 4]
